title,url
eyeCode Trial #52 (order inorder),http://www.youtube.com/watch?v=aeZVaoYMQV8&feature=youtube_gdata
eyeCode Trial #51 (funcall nospace),http://www.youtube.com/watch?v=DVsz76jtUPw&feature=youtube_gdata
eyeCode Trial #50 (overload multmixed),http://www.youtube.com/watch?v=a9A4C3ds8PM&feature=youtube_gdata
eyeCode Trial #49 (between functions),http://www.youtube.com/watch?v=KcqliczABtg&feature=youtube_gdata
eyeCode Trial #48 (initvar onebad),http://www.youtube.com/watch?v=7XHJhtCiNiw&feature=youtube_gdata
eyeCode Trial #47 (rectangle tuples),http://www.youtube.com/watch?v=5qkVWxPYoXs&feature=youtube_gdata
eyeCode Trial #46 (funcall vars),http://www.youtube.com/watch?v=xea_Qp4t2Xc&feature=youtube_gdata
eyeCode Trial #45 (order shuffled),http://www.youtube.com/watch?v=QBYHa45RMo4&feature=youtube_gdata
eyeCode Trial #44 (counting nospace),http://www.youtube.com/watch?v=dBbNdazzXak&feature=youtube_gdata
eyeCode Trial #43 (partition balanced),http://www.youtube.com/watch?v=FZBSY785emo&feature=youtube_gdata
eyeCode Trial #41 (whitespace zigzag),http://www.youtube.com/watch?v=Ho2TlAh9PgM&feature=youtube_gdata
eyeCode Trial #40 (initvar good),http://www.youtube.com/watch?v=xHIxWr25QEE&feature=youtube_gdata
eyeCode Trial #38 (order inorder),http://www.youtube.com/watch?v=XMS4fdmUXQg&feature=youtube_gdata
eyeCode Trial #37 (between inline),http://www.youtube.com/watch?v=4tt04ctfB0M&feature=youtube_gdata
eyeCode Trial #42 (scope samename),http://www.youtube.com/watch?v=YC4hbu58xvw&feature=youtube_gdata
eyeCode Trial #39 (counting twospaces),http://www.youtube.com/watch?v=NX_VTRsuciE&feature=youtube_gdata
eyeCode Trial #36 (whitespace linedup),http://www.youtube.com/watch?v=Et1kGCqrpGI&feature=youtube_gdata
eyeCode Trial #35 (scope diffname),http://www.youtube.com/watch?v=66AzxcjqlmQ&feature=youtube_gdata
eyeCode Trial #34 (rectangle basic),http://www.youtube.com/watch?v=fFjRdwZ4GGY&feature=youtube_gdata
eyeCode Trial #33 (funcall space),http://www.youtube.com/watch?v=n9KEugoqejI&feature=youtube_gdata
eyeCode Trial #32 (partition unbalanced),http://www.youtube.com/watch?v=_rtypgswbWk&feature=youtube_gdata
eyeCode Trial #31 (overload strings),http://www.youtube.com/watch?v=dH9DJMIbLSI&feature=youtube_gdata
eyeCode Trial #20 (scope samename),http://www.youtube.com/watch?v=HTEbyJqcUsY&feature=youtube_gdata
eyeCode Trial #19 (counting nospace),http://www.youtube.com/watch?v=wZ_wByU3SRg&feature=youtube_gdata
eyeCode Trial #18 (overload plusmixed),http://www.youtube.com/watch?v=-3SVMx_AIL8&feature=youtube_gdata
eyeCode Trial #17 (between functions),http://www.youtube.com/watch?v=Y3LjvjuGZtU&feature=youtube_gdata
eyeCode Trial #16 (initvar bothbad),http://www.youtube.com/watch?v=8e7K45x8KiM&feature=youtube_gdata
eyeCode Trial #15 (whitespace zigzag),http://www.youtube.com/watch?v=CoLks_aUnEI&feature=youtube_gdata
eyeCode Trial #14 (order shuffled),http://www.youtube.com/watch?v=tp3YkN7147g&feature=youtube_gdata
eyeCode Trial #13 (funcall nospace),http://www.youtube.com/watch?v=nVnTn55cmMg&feature=youtube_gdata
eyeCode Trial #12 (partition unbalanced_pivot),http://www.youtube.com/watch?v=Wmso7l1q1s4&feature=youtube_gdata
eyeCode Trial #11 (rectangle class),http://www.youtube.com/watch?v=F7vafz5LJZY&feature=youtube_gdata
eyeCode Trial #10 (counting twospaces),http://www.youtube.com/watch?v=ljcR2CT_4_0&feature=youtube_gdata
eyeCode Trial #9 (rectangle tuples),http://www.youtube.com/watch?v=clyVfv7ks0Y&feature=youtube_gdata
eyeCode Trial #8 (whitespace linedup),http://www.youtube.com/watch?v=r9JMsIYHfm8&feature=youtube_gdata
eyeCode Trial #7 (partition balanced),http://www.youtube.com/watch?v=BCVpE9lwLBw&feature=youtube_gdata
eyeCode Trial #6 (scope diffname),http://www.youtube.com/watch?v=8rQK7V49HpY&feature=youtube_gdata
eyeCode Trial #5 (funcall vars),http://www.youtube.com/watch?v=Lv68DFGyreM&feature=youtube_gdata
eyeCode Trial #4 (between inline),http://www.youtube.com/watch?v=gxHjwPrROWU&feature=youtube_gdata
eyeCode Trial #3 (order inorder),http://www.youtube.com/watch?v=iU8vGUssBNw&feature=youtube_gdata
eyeCode Trial #2 (overload multmixed),http://www.youtube.com/watch?v=zvENEx4KLL8&feature=youtube_gdata
eyeCode Trial #1 (initvar onebad),http://www.youtube.com/watch?v=miGsHPynDeE&feature=youtube_gdata
